"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"HiapTong","5PO","0.08","-0.018","-22.5","5.0","113.0","0.08","0.108","8.0","0.08","0.08","0.08","0.098","400.0","7",,"2011-08-10 15:02:02",
"HISAKA","FV2","0.415","-0.0050","-1.2048193","834.0","22.0","0.36","0.405","4.0","0.42","0.43","0.415","0.42","350325.0","2",,"2011-08-10 15:02:02",
"HKLand US$","H78","5.93","-0.27","-4.55312","4456.0","11.0","5.93","5.94","16.0","6.2","6.25","5.85","6.2","2.688843E7","9","CD","2011-08-10 15:02:02",
"HL Asia","H22","1.8","-0.05","-2.777778","432.0","23.0","1.79","1.795","5.0","1.87","1.89","1.785","1.85","793050.0","2",,"2011-08-10 15:02:02",
"HL Fin","S41","2.6","-0.05","-1.923077","395.0","31.0","2.6","2.62","9.0","2.65","2.7","2.6","2.65","1042530.0","8",,"2011-08-10 15:02:02",
"HL Global","L18","0.0","0.0","0.0","0.0","20.0","0.04","0.0","0.0","0.0","0.0","0.0","0.049","0.0","6",,"2011-08-10 15:02:02",
"HLH","H27","0.019","0.0010","5.2631583","4240.0","400.0","0.018","0.019","307.0","0.019","0.02","0.017","0.018","79692.0","3",,"2011-08-10 15:02:02",
"HLN Tech","5HH","0.0","0.0","0.0","0.0","100.0","0.181","0.21","10.0","0.0","0.0","0.0","0.19","0.0","2",,"2011-08-10 15:02:02",
"HMI","588","0.09","-0.0050","-5.5555553","301.0","1.0","0.09","0.092","25.0","0.092","0.092","0.09","0.095","27190.0","A",,"2011-08-10 15:02:02",
"HMIN ADR 10US$+","K3UD","0.0","0.0","0.0","0.0","0.0","0.0","36.2","1.5","0.0","0.0","0.0","44.28","0.0","6",,"2011-08-10 15:02:02",
"HNP ADR 10US$","K3FD","0.0","0.0","0.0","0.0","0.8","16.89","17.03","0.4","0.0","0.0","0.0","17.3","0.0","D",,"2011-08-10 15:02:02",
"Ho Bee","H13","1.3","-0.03","-2.3076923","1184.0","430.0","1.3","1.305","29.0","1.31","1.31","1.29","1.33","1541410.0","9",,"2011-08-10 15:02:02",
"Ho Bee.ES.1108@","OQ4","0.0","0.0","0.0","0.0","25.0","1.29","1.315","25.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:02:02",
"Ho Royal","H12","2.23","0.05","2.2421525","4.0","1.0","2.2","2.23","1.0","2.26","2.26","2.23","2.18","8980.0","6",,"2011-08-10 15:02:02",
"HockLianSeng","J2T","0.27","0.0","0.0","742.0","159.0","0.27","0.275","276.0","0.265","0.27","0.265","0.27","200335.0","3",,"2011-08-10 15:02:02",
"Hoe Leong","H20","0.265","-0.015","-5.6603775","135.0","60.0","0.255","0.26","30.0","0.265","0.265","0.25","0.28","35385.0","4",,"2011-08-10 15:02:02",
"HoGCen","H18","0.71","-0.01","-1.4084507","10.0","5.0","0.69","0.72","15.0","0.71","0.71","0.71","0.72","7100.0","6",,"2011-08-10 15:02:02",
"HongFok","H30","0.47","-0.015","-3.1914895","174.0","47.0","0.465","0.47","18.0","0.49","0.495","0.465","0.485","83895.0","9",,"2011-08-10 15:02:02",
"Hongwei","H80","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.185","0.0","2",,"2011-08-10 15:02:02",
"Hor Kew","H06","0.05","0.0","0.0","56.0","12.0","0.048","0.067","100.0","0.048","0.05","0.048","0.05","2788.0","3",,"2011-08-10 15:02:02",
"Hosen","5EV","0.09","-0.015","-16.666666","50.0","60.0","0.076","0.099","100.0","0.09","0.09","0.09","0.105","4500.0","4",,"2011-08-10 15:02:02",
"Hotung","NT1","0.132","-0.0040","-3.030303","224.0","195.0","0.132","0.135","77.0","0.132","0.135","0.131","0.136","29889.0","8",,"2011-08-10 15:02:02",
"HPH Trust US$","NS8U","0.69","-0.03","-4.347826","34179.0","884.0","0.69","0.695","1346.0","0.735","0.735","0.69","0.72","2.4313496E7","7","XD","2011-08-10 15:02:02",
"HPL","H15","2.01","-0.07","-3.482587","186.0","39.0","2.0","2.01","1.0","2.09","2.11","2.0","2.08","376250.0","1",,"2011-08-10 15:02:02",
"HrGlass","E5P","1.06","0.01","0.9433963","281.0","5.0","1.06","1.065","4.0","1.065","1.065","1.04","1.05","295435.0","4",,"2011-08-10 15:02:02",
"HsuFuChi","AS5","4.0","0.02","0.5","311.0","20.0","3.99","4.0","22.0","4.0","4.01","3.98","3.98","1244000.0","2",,"2011-08-10 15:02:02",
"HSR 500","502","0.0","0.0","0.0","0.0","3.0","0.23","0.3","30.0","0.0","0.0","0.0","0.27","0.0","2",,"2011-08-10 15:02:02",
"HTL Int","H64","0.36","-0.02","-5.5555553","133.0","45.0","0.34","0.36","17.0","0.375","0.375","0.36","0.38","49730.0","2",,"2011-08-10 15:02:02",
"Hu An","KI3","0.27","0.0","0.0","1102.0","119.0","0.265","0.275","62.0","0.265","0.28","0.265","0.27","302575.0","2",,"2011-08-10 15:02:02",
"Hu An 100","OH2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.275","0.0","2",,"2011-08-10 15:02:02",
"HuanHsin","H16","0.0","0.0","0.0","0.0","5.0","0.12","0.15","90.0","0.0","0.0","0.0","0.131","0.0","2",,"2011-08-10 15:02:02",
"Hup Soon","5JY","0.11","-0.015","-13.636364","195.0","80.0","0.111","0.129","80.0","0.11","0.111","0.11","0.125","21501.0","A",,"2011-08-10 15:02:02",
"HupSteel","H73","0.199","0.0070","3.5175881","50.0","2.0","0.192","0.199","95.0","0.2","0.2","0.199","0.192","9985.0","4",,"2011-08-10 15:02:02",
"HwaHong","H19","0.495","-0.01","-2.020202","915.0","4.0","0.495","0.5","50.0","0.5","0.51","0.495","0.505","458520.0","1","CD","2011-08-10 15:02:02",
"Hyflux","600","1.795","0.015","0.8356546","1949.0","78.0","1.795","1.8","78.0","1.78","1.81","1.76","1.78","3493500.0","A","CD","2011-08-10 15:02:02",
"Hyflux 6% CPS 10","N2H","105.0","-0.38","-0.36190477","7.1","0.23","104.8","105.0","0.1","105.38","105.58","105.0","105.38","747976.0","A",,"2011-08-10 15:02:02",
"IFS","I49","0.39","-0.01","-2.5641026","16.0","10.0","0.385","0.39","1.0","0.4","0.4","0.39","0.4","6300.0","8",,"2011-08-10 15:02:02",
"Inch Kenneth","I4R","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","B",,"2011-08-10 15:02:02",
"Indiabulls","F3EU","0.0","0.0","0.0","0.0","10.0","0.17","0.195","151.0","0.0","0.0","0.0","0.205","0.0","9",,"2011-08-10 15:02:02",
"IndoAgri","5JS","1.335","-0.01","-0.7490637","6364.0","21.0","1.33","1.335","12.0","1.4","1.405","1.325","1.345","8748195.0","2",,"2011-08-10 15:02:02",
"IndoAgri.ES.1108@","OQ3","0.0","0.0","0.0","0.0","14.0","1.325","1.35","14.0","0.0","0.0","0.0","1.625","0.0","5",,"2011-08-10 15:02:02",
"Infinio","5CS","0.0","0.0","0.0","0.0","17141.0","0.0050","0.0060","6338.0","0.0","0.0","0.0","0.0060","0.0","A",,"2011-08-10 15:02:02",
"Informatics","I03","0.065","-0.0050","-7.692308","1182.0","50.0","0.063","0.065","13.0","0.067","0.069","0.065","0.07","78854.0","A",,"2011-08-10 15:02:02",
"Inno-Pac","I26","0.0080","0.0","0.0","78.0","642.0","0.0080","0.01","309.0","0.0080","0.0080","0.0080","0.0080","624.0","6",,"2011-08-10 15:02:02",
"InnoTek","M14","0.34","-0.025","-7.352941","1030.0","98.0","0.34","0.345","82.0","0.36","0.36","0.34","0.365","355995.0","2",,"2011-08-10 15:02:02",
"Innovalu","591","0.085","0.0","0.0","63.0","4.0","0.085","0.1","30.0","0.08","0.085","0.08","0.085","5255.0","2",,"2011-08-10 15:02:02",
"Interra Res","5GI","0.128","-0.0020","-1.5625","55.0","3.0","0.128","0.13","10.0","0.13","0.13","0.128","0.13","7056.0","C",,"2011-08-10 15:02:02",
"Intraco","I06","0.23","0.0","0.0","5.0","25.0","0.23","0.27","3.0","0.23","0.23","0.23","0.23","1150.0","1",,"2011-08-10 15:02:02",
"Inv Beve Biz EURO S","J0T","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:02:02",
"Ipco","I11","0.011","-0.0010","-9.090909","239.0","8.0","0.011","0.012","2832.0","0.011","0.011","0.011","0.012","2629.0","3",,"2011-08-10 15:02:02",
"IP Cmdty.ETN.100US$@","J1QZ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:02:02",
"IPC Corp","I12","0.126","0.0010","0.7936508","81.0","20.0","0.126","0.132","18.0","0.126","0.126","0.125","0.125","10185.0","9",,"2011-08-10 15:02:02",
"IPSCOM","571","0.0","0.0","0.0","0.0","15.0","0.04","0.047","10.0","0.0","0.0","0.0","0.048","0.0","2",,"2011-08-10 15:02:02",
"Isetan(S)","I15","0.0","0.0","0.0","0.0","2.0","3.15","3.8","1.0","0.0","0.0","0.0","3.31","0.0","4",,"2011-08-10 15:02:02",
"IS ASIA BND 100US$@","N6M","0.0","0.0","0.0","0.0","20.0","10.09","10.14","20.0","0.0","0.0","0.0","10.08","0.0","8",,"2011-08-10 15:02:02",
"IS DJ USTECH 10US$@","I21","0.0","0.0","0.0","0.0","5.0","60.08","60.41","1.0","0.0","0.0","0.0","59.57","0.0","8",,"2011-08-10 15:02:02",
"IS LC BND 100US$@","N6L","10.31","0.16","1.5518913","112.6","15.0","10.32","10.37","15.0","10.2","10.31","10.2","10.15","1153766.0","8",,"2011-08-10 15:02:02",
"IS MSCI INDIA100US$@","I98","6.67","0.02","0.29985008","760.5","24.2","6.66","6.67","10.1","6.63","6.7","6.63","6.65","5065754.0","8",,"2011-08-10 15:02:02",
"IS MSCI SIN 100US$@","I19","13.03","-0.38","-2.916347","9.0","2.0","12.86","12.89","5.0","13.13","13.13","13.03","13.41","117690.0","8",,"2011-08-10 15:02:02",
"IS S&P500 10US$@","I17","117.88","-1.12","-0.9501188","1.01","4.0","117.75","118.23","0.2","118.7","118.7","117.78","119.0","118991.0","8",,"2011-08-10 15:02:02",
"ISDN","I07","0.15","-0.0080","-5.333333","30.0","5.0","0.146","0.15","83.0","0.15","0.15","0.15","0.158","4500.0","A",,"2011-08-10 15:02:02",
"ITech Grp","N6H","0.061","-0.0040","-6.557377","2.0","53.0","0.061","0.07","35.0","0.061","0.061","0.061","0.065","122.0","A",,"2011-08-10 15:02:02",
"ITE","581","0.0","0.0","0.0","0.0","55.0","0.034","0.046","34.0","0.0","0.0","0.0","0.038","0.0","4",,"2011-08-10 15:02:02",
"JacksInt","J11","0.0","0.0","0.0","0.0","36.0","0.06","0.1","80.0","0.0","0.0","0.0","0.1","0.0","4",,"2011-08-10 15:02:02",
"Jackspeed^","J17","0.0","0.0","0.0","0.0","17.0","0.07","0.12","147.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-08-10 15:02:02",
"Jadason","J03","0.066","0.0040","6.060606","214.0","50.0","0.057","0.066","20.0","0.061","0.066","0.061","0.062","13778.0","4",,"2011-08-10 15:02:02",
"JapanFood","5OI","0.0","0.0","0.0","0.0","10.0","0.25","0.365","40.0","0.0","0.0","0.0","0.36","0.0","6","XD","2011-08-10 15:02:02",
"Jardine C&C","C07","43.2","-0.19","-0.4398148","514.0","1.0","43.18","43.38","3.0","43.47","43.85","41.5","43.39","2.21971E7","4","CD","2011-08-10 15:02:02",
"Jason Marine","5PF","0.0","0.0","0.0","0.0","14.0","0.12","0.134","25.0","0.0","0.0","0.0","0.134","0.0","A",,"2011-08-10 15:02:02",
"JasperInv","FQ7","0.065","-0.0020","-3.0769231","969.0","25.0","0.064","0.065","63.0","0.07","0.07","0.065","0.067","64987.0","A",,"2011-08-10 15:02:02",
"Jaya Hldg","J10","0.5","-0.0050","-1.0","627.0","30.0","0.495","0.5","21.0","0.505","0.515","0.495","0.505","315675.0","7",,"2011-08-10 15:02:02",
"JASO ADR 10US$+","N6AD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:02:02",
"Jets Technics^","J19","0.0","0.0","0.0","0.0","150.0","0.0060","0.013","150.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:02:02",
"JEL Corp^","J16","0.011","0.0","0.0","48.0","84.0","0.01","0.011","159.0","0.01","0.011","0.01","0.011","482.0","4",,"2011-08-10 15:02:02",
"JEP","5FA","0.027","0.0","0.0","110.0","1900.0","0.027","0.028","500.0","0.027","0.027","0.027","0.027","2970.0","2",,"2011-08-10 15:02:02",
"JES","EG0","0.196","0.0","0.0","3728.0","59.0","0.196","0.197","110.0","0.2","0.21","0.196","0.196","747616.0","2",,"2011-08-10 15:02:02",
"JiutianC","C8R","0.032","0.0010","3.125","482.0","725.0","0.03","0.032","617.0","0.03","0.033","0.03","0.031","15581.0","2",,"2011-08-10 15:02:02",
"JLJ","5OS","0.105","0.0","0.0","72.0","72.0","0.088","0.105","10.0","0.105","0.105","0.105","0.105","7560.0","2",,"2011-08-10 15:02:02",
"JMH 400US$","J36","51.05","-0.25","-0.48971596","238.4","2.4","51.02","51.1","0.4","51.25","51.68","50.44","51.3","1.2184528E7","4","CD","2011-08-10 15:02:02",
"Joyas","E9L","0.0","0.0","0.0","0.0","150.0","0.0090","0.012","205.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:02:02",
"JSH 500US$","J37","29.54","-0.06","-0.20311442","215.0","5.0","29.5","29.54","1.0","29.0","29.54","29.0","29.6","6279420.0","4","CD","2011-08-10 15:02:02",
"JTCn4.826%12102410k","J01Z","0.0","0.0","0.0","0.0","10.0","1.03","0.0","0.0","0.0","0.0","0.0","1.05","0.0","5",,"2011-08-10 15:02:02",
"Juken Tech","J15","0.142","-0.0030","-2.1126761","264.0","200.0","0.14","0.142","35.0","0.15","0.15","0.141","0.145","37710.0","2",,"2011-08-10 15:02:02",
"JunmaTyre","5TF","0.375","0.0","0.0","5.0","8.0","0.25","0.0","0.0","0.375","0.375","0.375","0.375","1875.0","2",,"2011-08-10 15:02:02",
"K-Green","LH4U","1.0","-0.0050","-0.5","899.0","50.0","0.995","1.0","50.0","1.005","1.01","1.0","1.005","901410.0","A",,"2011-08-10 15:02:02",
"K-REIT","K71U","1.245","0.01","0.8032128","946.0","10.0","1.24","1.245","1.0","1.24","1.26","1.235","1.235","1182895.0","9",,"2011-08-10 15:02:02",
"K1 Ventur","K01","0.118","-0.0090","-7.6271186","1498.0","289.0","0.118","0.119","14.0","0.127","0.128","0.118","0.127","181459.0","8",,"2011-08-10 15:02:02",
"Karin","K29","0.22","0.0","0.0","0.0","20.0","0.2","0.22","7.0","0.0","0.0","0.0","0.22","0.0","A",,"2011-08-10 15:02:02",
"KencanaAgri","F9M","0.375","0.01","2.6666667","1072.0","69.0","0.37","0.375","120.0","0.375","0.385","0.365","0.365","397160.0","B",,"2011-08-10 15:02:02",
"Kep Corp","BN4","9.25","-0.6","-6.486487","17305.0","7.0","9.25","9.26","12.0","9.85","9.98","9.13","9.85","1.66284496E8","1",,"2011-08-10 15:02:02",
"Kep Corp.ES.1108@","OQ2","9.25","-1.02","-11.027027","1.0","2.0","9.24","9.31","3.0","9.25","9.25","9.25","10.27","9250.0","5",,"2011-08-10 15:02:02",
"KepLand","K17","3.25","-0.1","-3.0769231","7961.0","8.0","3.24","3.25","29.0","3.36","3.45","3.2","3.35","2.642269E7","9",,"2011-08-10 15:02:02",
"KepLand.ES.1108@","OQ1","3.39","-0.06","-1.7699114","1.0","8.0","3.21","3.26","8.0","3.39","3.39","3.39","3.45","3390.0","5",,"2011-08-10 15:02:02",
"KepT&T","K11","1.255","0.01","0.7968128","194.0","47.0","1.25","1.255","1.0","1.26","1.27","1.23","1.245","241780.0","A",,"2011-08-10 15:02:02",
"KhongGuan","K03","0.0","0.0","0.0","0.0","1.0","1.43","1.53","4.0","0.0","0.0","0.0","1.53","0.0","4","CD","2011-08-10 15:02:02",
"Kian Ann","K04","0.185","0.0050","2.7027028","154.0","23.0","0.185","0.2","13.0","0.18","0.185","0.18","0.18","27855.0","4",,"2011-08-10 15:02:02",
"Kian Ho","K22","0.22","0.0","0.0","15.0","35.0","0.22","0.225","5.0","0.22","0.22","0.22","0.22","3300.0","4",,"2011-08-10 15:02:02",
"Kinergy","5JT","0.0","0.0","0.0","0.0","20.0","0.095","0.116","11.0","0.0","0.0","0.0","0.107","0.0","2",,"2011-08-10 15:02:02",
"Kingboard","K14","0.21","-0.01","-4.7619047","51.0","54.0","0.21","0.24","151.0","0.21","0.21","0.21","0.22","10710.0","2",,"2011-08-10 15:02:02",
"KingsmenC","5MZ","0.555","0.0","0.0","77.0","106.0","0.55","0.555","42.0","0.55","0.555","0.55","0.555","42560.0","A",,"2011-08-10 15:02:02",
"KingWan","554","0.172","-0.0080","-4.6511626","557.0","70.0","0.17","0.172","64.0","0.178","0.178","0.17","0.18","95844.0","3","XD","2011-08-10 15:02:02",
"KitchenCulture","5TI","0.0","0.0","0.0","0.0","21.0","0.255","0.31","30.0","0.0","0.0","0.0","0.28","0.0","4",,"2011-08-10 15:02:02",
"KLW","504","0.0","0.0","0.0","0.0","1800.0","0.0070","0.0080","500.0","0.0","0.0","0.0","0.0090","0.0","2",,"2011-08-10 15:02:02",
"Koda","5BK","0.0","0.0","0.0","0.0","15.0","0.101","0.0","0.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-08-10 15:02:02",
"Koh Bros","K75","0.196","-0.0020","-1.0204082","621.0","5.0","0.196","0.198","9.0","0.2","0.2","0.198","0.198","123818.0","3",,"2011-08-10 15:02:02",
"Koon","5DL","0.255","-0.01","-3.9215686","475.0","70.0","0.25","0.26","15.0","0.25","0.26","0.25","0.265","123285.0","3",,"2011-08-10 15:02:02",
"Koyo","5OC","0.0","0.0","0.0","0.0","224.0","0.048","0.058","24.0","0.0","0.0","0.0","0.049","0.0","A",,"2011-08-10 15:02:02",
"Kreuz","5RK","0.325","-0.01","-3.0769231","1632.0","8.0","0.325","0.335","130.0","0.345","0.345","0.325","0.335","543210.0","A",,"2011-08-10 15:02:02",
"KS Energy","578","0.0","0.0","0.0","0.0","50.0","0.9","1.0","35.0","0.0","0.0","0.0","1.06","0.0","4",,"2011-08-10 15:02:02",
"KSH Hldg","ER0","0.215","0.0","0.0","980.0","156.0","0.21","0.22","151.0","0.225","0.225","0.21","0.215","214120.0","3",,"2011-08-10 15:02:02",
"KTL Global","EB7","0.39","-0.0050","-1.2820513","2595.0","100.0","0.365","0.39","297.0","0.39","0.39","0.39","0.395","1012050.0","4",,"2011-08-10 15:02:02",
"KXD","K07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","2",,"2011-08-10 15:02:02",
"Kyodo-Allied","ON7","0.174","-0.024","-13.793104","3196.0","25.0","0.166","0.173","50.0","0.197","0.2","0.17","0.198","587224.0","2",,"2011-08-10 15:02:02",
"L-Jacob^","L15","0.017","-0.0030","-17.647058","3.0","179.0","0.017","0.03","100.0","0.017","0.017","0.017","0.02","51.0","2",,"2011-08-10 15:02:02",
"LafeCorp","L05","0.059","0.0","0.0","5.0","105.0","0.055","0.061","24.0","0.059","0.059","0.059","0.059","295.0","2",,"2011-08-10 15:02:02",
"LantroVis","5BH","0.029","0.0","0.0","1813.0","657.0","0.029","0.03","1230.0","0.029","0.03","0.029","0.029","52727.0","A",,"2011-08-10 15:02:02",
"Lasseters","5EL","0.0","0.0","0.0","0.0","18.0","0.138","0.18","30.0","0.0","0.0","0.0","0.184","0.0","A",,"2011-08-10 15:02:02",
"Latitude","5OY","0.0","0.0","0.0","0.0","20.0","0.165","0.0","0.0","0.0","0.0","0.0","0.21","0.0","2",,"2011-08-10 15:02:02",
"LANKom Elec^","L22","0.0","0.0","0.0","0.0","90.0","0.0080","0.023","40.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:02:02",
"LC Dev","L38","0.149","-0.0020","-1.3422818","2432.0","5.0","0.149","0.15","23.0","0.153","0.154","0.149","0.151","367883.0","9",,"2011-08-10 15:02:02",
"LeaderEnv","LS9","0.141","0.0010","0.7092199","1892.0","34.0","0.141","0.143","48.0","0.145","0.149","0.141","0.14","274868.0","A",,"2011-08-10 15:02:02",
"Lee KimTah","L25","0.0","0.0","0.0","0.0","45.0","0.53","0.545","10.0","0.0","0.0","0.0","0.535","0.0","3",,"2011-08-10 15:02:02",
"Leeden","A24","0.445","-0.0050","-1.1235955","61.0","9.0","0.44","0.45","50.0","0.45","0.45","0.43","0.45","27255.0","2","CD","2011-08-10 15:02:02",
"LeeMetal","593","0.0","0.0","0.0","0.0","130.0","0.205","0.21","60.0","0.0","0.0","0.0","0.215","0.0","4",,"2011-08-10 15:02:02",
"Lereno","587","0.0050","0.0010","20.0","969.0","13793.0","0.0040","0.0050","1411.0","0.0050","0.0050","0.0050","0.0040","4845.0","2",,"2011-08-10 15:02:02",
"LHT","L10","0.0","0.0","0.0","0.0","100.0","0.075","0.085","200.0","0.0","0.0","0.0","0.08","0.0","2",,"2011-08-10 15:02:02",
"Li Heng","E9A","0.13","-0.0020","-1.5384616","530.0","69.0","0.13","0.132","108.0","0.135","0.135","0.128","0.132","69745.0","2",,"2011-08-10 15:02:02",
"Lian Beng","L03","0.335","0.0050","1.4925373","6629.0","1176.0","0.33","0.335","56.0","0.335","0.345","0.33","0.33","2237615.0","3","CD","2011-08-10 15:02:02",
"Liang Huat","C4P","0.01","0.0","0.0","1841.0","2745.0","0.0090","0.011","3287.0","0.01","0.01","0.01","0.01","18410.0","2",,"2011-08-10 15:02:02",
"LifeBrandz","L20","0.0050","0.0","0.0","535.0","2250.0","0.0050","0.0060","125.0","0.0050","0.0050","0.0050","0.0050","2675.0","4",,"2011-08-10 15:02:02",
"Linair","5FW","0.0","0.0","0.0","0.0","39.0","0.036","0.049","120.0","0.0","0.0","0.0","0.046","0.0","2",,"2011-08-10 15:02:02",
"LionAPac","L08","0.183","0.0030","1.6393443","90.0","10.0","0.182","0.186","20.0","0.18","0.183","0.18","0.18","16440.0","2",,"2011-08-10 15:02:02",
"LionTeckC","L17","0.435","0.0","0.0","97.0","68.0","0.43","0.435","30.0","0.43","0.435","0.43","0.435","41890.0","4",,"2011-08-10 15:02:02",
"LippoMapleT","D5IU","0.58","0.0","0.0","2768.0","86.0","0.58","0.585","167.0","0.6","0.605","0.58","0.58","1635320.0","9","CD","2011-08-10 15:02:02",
"Lizhong","E94","0.0","0.0","0.0","0.0","12.0","0.3","0.4","40.0","0.0","0.0","0.0","0.4","0.0","2",,"2011-08-10 15:02:02",
"LKH","F1E","0.365","-0.0050","-1.369863","178.0","3.0","0.365","0.37","67.0","0.375","0.375","0.36","0.37","65595.0","3",,"2011-08-10 15:02:02",
"LMA","L24","0.315","0.0050","1.5873016","83.0","29.0","0.31","0.315","15.0","0.31","0.315","0.31","0.31","25780.0","2","CD","2011-08-10 15:02:02",
"Longcheer","L28","0.122","-0.0050","-4.0983605","452.0","64.0","0.122","0.123","72.0","0.118","0.125","0.118","0.127","55195.0","A",,"2011-08-10 15:02:02",
"Lorenzo","5IE","0.0","0.0","0.0","0.0","6.0","0.09","0.093","50.0","0.0","0.0","0.0","0.093","0.0","2",,"2011-08-10 15:02:02",
"LottVis^","M22","0.01","-0.0010","-10.0","0.0","963.0","0.01","0.013","332.0","0.0","0.0","0.0","0.011","0.0","A",,"2011-08-10 15:02:02",
"LoyzEnergy","594","0.375","-0.015","-4.0","417.0","1.0","0.375","0.38","20.0","0.395","0.4","0.37","0.39","159070.0","4",,"2011-08-10 15:02:02",
"LTA n4.08%120521 10k","L06Z","0.0","0.0","0.0","0.0","10.0","1.025","1.03","10.0","0.0","0.0","0.0","1.026","0.0","5",,"2011-08-10 15:02:02",
"LTA n4.17%160510 10k","L07Z","0.0","0.0","0.0","0.0","30.0","1.075","1.08","10.0","0.0","0.0","0.0","1.075","0.0","5",,"2011-08-10 15:02:02",
"Lum Chang","L19","0.25","0.0","0.0","266.0","50.0","0.25","0.255","59.0","0.25","0.26","0.25","0.25","67700.0","3",,"2011-08-10 15:02:02",
"LungKee BMU","L09","0.0","0.0","0.0","0.0","3.0","0.25","0.52","3.0","0.0","0.0","0.0","0.52","0.0","2",,"2011-08-10 15:02:02",
"Luxking","L34","0.0","0.0","0.0","0.0","130.0","0.0080","0.018","100.0","0.0","0.0","0.0","0.012","0.0","2",,"2011-08-10 15:02:02",
"Luye Pharma","A61","0.0","0.0","0.0","0.0","20.0","0.99","1.03","10.0","0.0","0.0","0.0","1.0","0.0","2",,"2011-08-10 15:02:02",
"Luzhou","L46","0.11","0.0010","0.90909094","11.0","45.0","0.095","0.11","48.0","0.1","0.11","0.1","0.109","1110.0","2",,"2011-08-10 15:02:02",
"Lyxor APEX50 10US$@","G1K","0.0","0.0","0.0","96.7","15.0","3.89","3.93","15.0","0.0","0.0","0.0","4.11","380998.0","8",,"2011-08-10 15:02:02",
"Lyxor Asia 10US$@","P60","4.23","0.01","0.23640662","47.76","22.5","4.19","4.25","22.5","4.27","4.27","4.23","4.22","202105.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaCS 10US$@","NF6","52.22","-0.12","-0.229797","3.0","1.0","51.57","52.31","1.0","52.21","52.23","52.21","52.34","156660.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaFN 10US$@","NF5","0.0","0.0","0.0","0.0","0.0","0.0","28.34","5.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaIF 10US$@","NF3","0.0","0.0","0.0","0.0","0.0","0.0","26.63","5.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaIT 10US$@","NF4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaMT 10US$@","NF7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:02:02",
"Lyxor AsiaRE 10US$@","MT7","8.35","-0.4","-4.790419","35.0","5.0","8.39","8.5","5.0","8.57","8.57","8.35","8.75","293350.0","8",,"2011-08-10 15:02:02",
"Lyxor China H 10US$@","P58","13.35","-0.74","-5.543071","54.06","15.0","13.54","13.66","10.0","13.93","13.93","13.34","14.09","740598.0","8",,"2011-08-10 15:02:02",
"Lyxor Cmdty 10US$@","A0W","3.07","-0.03","-0.9771987","0.65","50.0","3.07","3.09","100.0","3.07","3.07","3.07","3.1","1995.0","8",,"2011-08-10 15:02:02",
"Lyxor CRBNoEny10US$@","G1O","0.0","0.0","0.0","0.0","50.0","3.07","3.09","100.0","0.0","0.0","0.0","3.09","0.0","8",,"2011-08-10 15:02:02",
"Lyxor EastEur 10US$@","H1M","5.21","-0.14","-2.68714","15.0","10.0","5.13","5.21","15.0","5.2","5.21","5.2","5.35","78050.0","8",,"2011-08-10 15:02:02",
"Lyxor EM Mkts 10US$@","H1N","0.0","0.0","0.0","0.0","0.0","0.0","10.09","5.0","0.0","0.0","0.0","10.51","0.0","8",,"2011-08-10 15:02:02",
"Lyxor Europe 10 US$@","JC5","11.7","0.13","1.1111112","5.0","5.0","11.69","11.81","5.0","11.7","11.7","11.7","11.57","58500.0","8",,"2011-08-10 15:02:02",
